都道府県,開始日,終了日,救急搬送困難事案数
和歌山県,"2021-07-12","2021-07-18",5
鳥取県,"2021-07-12","2021-07-18",0
島根県,"2021-07-12","2021-07-18",0
岡山県,"2021-07-12","2021-07-18",7
広島県,"2021-07-12","2021-07-18",22
山口県,"2021-07-12","2021-07-18",1
徳島県,"2021-07-12","2021-07-18",11
香川県,"2021-07-12","2021-07-18",1
愛媛県,"2021-07-12","2021-07-18",0
高知県,"2021-07-12","2021-07-18",2
福岡県,"2021-07-12","2021-07-18",13
佐賀県,"2021-07-12","2021-07-18",0
長崎県,"2021-07-12","2021-07-18",5
熊本県,"2021-07-12","2021-07-18",3
大分県,"2021-07-12","2021-07-18",9
宮崎県,"2021-07-12","2021-07-18",12
鹿児島県,"2021-07-12","2021-07-18",1
沖縄県,"2021-07-12","2021-07-18",2
北海道,"2021-07-19","2021-07-25",137
青森県,"2021-07-19","2021-07-25",1
岩手県,"2021-07-19","2021-07-25",7
宮城県,"2021-07-19","2021-07-25",67
秋田県,"2021-07-19","2021-07-25",0
山形県,"2021-07-19","2021-07-25",7
福島県,"2021-07-19","2021-07-25",2
茨城県,"2021-07-19","2021-07-25",10
栃木県,"2021-07-19","2021-07-25",6
群馬県,"2021-07-19","2021-07-25",1
埼玉県,"2021-07-19","2021-07-25",63
千葉県,"2021-07-19","2021-07-25",85
東京都,"2021-07-19","2021-07-25",1121
神奈川県,"2021-07-19","2021-07-25",184
新潟県,"2021-07-19","2021-07-25",9
富山県,"2021-07-19","2021-07-25",1
石川県,"2021-07-19","2021-07-25",8
福井県,"2021-07-19","2021-07-25",0
山梨県,"2021-07-19","2021-07-25",5
長野県,"2021-07-19","2021-07-25",1
岐阜県,"2021-07-19","2021-07-25",1
静岡県,"2021-07-19","2021-07-25",7
愛知県,"2021-07-19","2021-07-25",16
三重県,"2021-07-19","2021-07-25",2
滋賀県,"2021-07-19","2021-07-25",0
京都府,"2021-07-19","2021-07-25",29
大阪府,"2021-07-19","2021-07-25",265
兵庫県,"2021-07-19","2021-07-25",29
奈良県,"2021-07-19","2021-07-25",2
和歌山県,"2021-07-19","2021-07-25",6
鳥取県,"2021-07-19","2021-07-25",0
島根県,"2021-07-19","2021-07-25",0
岡山県,"2021-07-19","2021-07-25",5
広島県,"2021-07-19","2021-07-25",40
山口県,"2021-07-19","2021-07-25",0
徳島県,"2021-07-19","2021-07-25",6
香川県,"2021-07-19","2021-07-25",12
愛媛県,"2021-07-19","2021-07-25",1
高知県,"2021-07-19","2021-07-25",8
福岡県,"2021-07-19","2021-07-25",24
佐賀県,"2021-07-19","2021-07-25",1
長崎県,"2021-07-19","2021-07-25",7
熊本県,"2021-07-19","2021-07-25",9
大分県,"2021-07-19","2021-07-25",7
宮崎県,"2021-07-19","2021-07-25",10
鹿児島県,"2021-07-19","2021-07-25",0
沖縄県,"2021-07-19","2021-07-25",0
北海道,"2021-07-26","2021-08-01",116
青森県,"2021-07-26","2021-08-01",1
岩手県,"2021-07-26","2021-08-01",5
宮城県,"2021-07-26","2021-08-01",44
秋田県,"2021-07-26","2021-08-01",0
山形県,"2021-07-26","2021-08-01",9
福島県,"2021-07-26","2021-08-01",4
茨城県,"2021-07-26","2021-08-01",18
栃木県,"2021-07-26","2021-08-01",4
群馬県,"2021-07-26","2021-08-01",0
埼玉県,"2021-07-26","2021-08-01",57
千葉県,"2021-07-26","2021-08-01",76
東京都,"2021-07-26","2021-08-01",1292
神奈川県,"2021-07-26","2021-08-01",233
新潟県,"2021-07-26","2021-08-01",7
富山県,"2021-07-26","2021-08-01",0
石川県,"2021-07-26","2021-08-01",7
福井県,"2021-07-26","2021-08-01",0
山梨県,"2021-07-26","2021-08-01",9
長野県,"2021-07-26","2021-08-01",0
岐阜県,"2021-07-26","2021-08-01",0
静岡県,"2021-07-26","2021-08-01",4
愛知県,"2021-07-26","2021-08-01",19
三重県,"2021-07-26","2021-08-01",0
滋賀県,"2021-07-26","2021-08-01",1
京都府,"2021-07-26","2021-08-01",31
大阪府,"2021-07-26","2021-08-01",251
兵庫県,"2021-07-26","2021-08-01",15
奈良県,"2021-07-26","2021-08-01",5
和歌山県,"2021-07-26","2021-08-01",3
鳥取県,"2021-07-26","2021-08-01",0
島根県,"2021-07-26","2021-08-01",0
岡山県,"2021-07-26","2021-08-01",10
広島県,"2021-07-26","2021-08-01",50
山口県,"2021-07-26","2021-08-01",3
徳島県,"2021-07-26","2021-08-01",14
香川県,"2021-07-26","2021-08-01",12
愛媛県,"2021-07-26","2021-08-01",2
高知県,"2021-07-26","2021-08-01",7
福岡県,"2021-07-26","2021-08-01",26
佐賀県,"2021-07-26","2021-08-01",2
長崎県,"2021-07-26","2021-08-01",12
熊本県,"2021-07-26","2021-08-01",17
大分県,"2021-07-26","2021-08-01",4
宮崎県,"2021-07-26","2021-08-01",4
鹿児島県,"2021-07-26","2021-08-01",2
沖縄県,"2021-07-26","2021-08-01",0
北海道,"2021-08-02","2021-08-08",121
青森県,"2021-08-02","2021-08-08",1
岩手県,"2021-08-02","2021-08-08",8
宮城県,"2021-08-02","2021-08-08",60
秋田県,"2021-08-02","2021-08-08",0
山形県,"2021-08-02","2021-08-08",9
福島県,"2021-08-02","2021-08-08",6
茨城県,"2021-08-02","2021-08-08",11
栃木県,"2021-08-02","2021-08-08",12
群馬県,"2021-08-02","2021-08-08",1
埼玉県,"2021-08-02","2021-08-08",72
千葉県,"2021-08-02","2021-08-08",115
東京都,"2021-08-02","2021-08-08",1532
神奈川県,"2021-08-02","2021-08-08",362
新潟県,"2021-08-02","2021-08-08",12
富山県,"2021-08-02","2021-08-08",3
石川県,"2021-08-02","2021-08-08",4
福井県,"2021-08-02","2021-08-08",0
山梨県,"2021-08-02","2021-08-08",10
長野県,"2021-08-02","2021-08-08",0
岐阜県,"2021-08-02","2021-08-08",1
静岡県,"2021-08-02","2021-08-08",2
愛知県,"2021-08-02","2021-08-08",28
三重県,"2021-08-02","2021-08-08",0
滋賀県,"2021-08-02","2021-08-08",0
京都府,"2021-08-02","2021-08-08",36
大阪府,"2021-08-02","2021-08-08",307
兵庫県,"2021-08-02","2021-08-08",29
奈良県,"2021-08-02","2021-08-08",3
和歌山県,"2021-08-02","2021-08-08",6
鳥取県,"2021-08-02","2021-08-08",0
島根県,"2021-08-02","2021-08-08",0
岡山県,"2021-08-02","2021-08-08",6
広島県,"2021-08-02","2021-08-08",33
山口県,"2021-08-02","2021-08-08",2
徳島県,"2021-08-02","2021-08-08",4
香川県,"2021-08-02","2021-08-08",7
愛媛県,"2021-08-02","2021-08-08",0
高知県,"2021-08-02","2021-08-08",2
福岡県,"2021-08-02","2021-08-08",54
佐賀県,"2021-08-02","2021-08-08",1
長崎県,"2021-08-02","2021-08-08",11
熊本県,"2021-08-02","2021-08-08",10
大分県,"2021-08-02","2021-08-08",9
宮崎県,"2021-08-02","2021-08-08",5
鹿児島県,"2021-08-02","2021-08-08",2
沖縄県,"2021-08-02","2021-08-08",0
北海道,"2021-08-09","2021-08-15",98
青森県,"2021-08-09","2021-08-15",0
岩手県,"2021-08-09","2021-08-15",7
宮城県,"2021-08-09","2021-08-15",62
秋田県,"2021-08-09","2021-08-15",0
山形県,"2021-08-09","2021-08-15",11
福島県,"2021-08-09","2021-08-15",1
茨城県,"2021-08-09","2021-08-15",14
栃木県,"2021-08-09","2021-08-15",10
群馬県,"2021-08-09","2021-08-15",0
埼玉県,"2021-08-09","2021-08-15",73
千葉県,"2021-08-09","2021-08-15",157
東京都,"2021-08-09","2021-08-15",1837
神奈川県,"2021-08-09","2021-08-15",505
新潟県,"2021-08-09","2021-08-15",11
富山県,"2021-08-09","2021-08-15",2
石川県,"2021-08-09","2021-08-15",2
福井県,"2021-08-09","2021-08-15",0
山梨県,"2021-08-09","2021-08-15",6
長野県,"2021-08-09","2021-08-15",0
岐阜県,"2021-08-09","2021-08-15",1
静岡県,"2021-08-09","2021-08-15",10
愛知県,"2021-08-09","2021-08-15",30
三重県,"2021-08-09","2021-08-15",2
滋賀県,"2021-08-09","2021-08-15",1
京都府,"2021-08-09","2021-08-15",38
大阪府,"2021-08-09","2021-08-15",267
兵庫県,"2021-08-09","2021-08-15",26
奈良県,"2021-08-09","2021-08-15",4
和歌山県,"2021-08-09","2021-08-15",3
鳥取県,"2021-08-09","2021-08-15",0
島根県,"2021-08-09","2021-08-15",0
岡山県,"2021-08-09","2021-08-15",7
広島県,"2021-08-09","2021-08-15",36
山口県,"2021-08-09","2021-08-15",5
徳島県,"2021-08-09","2021-08-15",2
香川県,"2021-08-09","2021-08-15",11
愛媛県,"2021-08-09","2021-08-15",1
高知県,"2021-08-09","2021-08-15",5
福岡県,"2021-08-09","2021-08-15",66
佐賀県,"2021-08-09","2021-08-15",3
長崎県,"2021-08-09","2021-08-15",9
熊本県,"2021-08-09","2021-08-15",20
大分県,"2021-08-09","2021-08-15",7
宮崎県,"2021-08-09","2021-08-15",8
鹿児島県,"2021-08-09","2021-08-15",3
沖縄県,"2021-08-09","2021-08-15",0
北海道,"2021-08-16","2021-08-22",88
青森県,"2021-08-16","2021-08-22",1
岩手県,"2021-08-16","2021-08-22",6
宮城県,"2021-08-16","2021-08-22",70
秋田県,"2021-08-16","2021-08-22",0
山形県,"2021-08-16","2021-08-22",7
福島県,"2021-08-16","2021-08-22",6
茨城県,"2021-08-16","2021-08-22",18
栃木県,"2021-08-16","2021-08-22",11
群馬県,"2021-08-16","2021-08-22",0
埼玉県,"2021-08-16","2021-08-22",114
千葉県,"2021-08-16","2021-08-22",146
東京都,"2021-08-16","2021-08-22",1645
神奈川県,"2021-08-16","2021-08-22",514
新潟県,"2021-08-16","2021-08-22",7
富山県,"2021-08-16","2021-08-22",4
石川県,"2021-08-16","2021-08-22",7
福井県,"2021-08-16","2021-08-22",1
山梨県,"2021-08-16","2021-08-22",8
長野県,"2021-08-16","2021-08-22",0
岐阜県,"2021-08-16","2021-08-22",2
静岡県,"2021-08-16","2021-08-22",15
愛知県,"2021-08-16","2021-08-22",22
三重県,"2021-08-16","2021-08-22",3
滋賀県,"2021-08-16","2021-08-22",1
京都府,"2021-08-16","2021-08-22",35
大阪府,"2021-08-16","2021-08-22",256
兵庫県,"2021-08-16","2021-08-22",31
奈良県,"2021-08-16","2021-08-22",6
和歌山県,"2021-08-16","2021-08-22",5
鳥取県,"2021-08-16","2021-08-22",0
島根県,"2021-08-16","2021-08-22",0
岡山県,"2021-08-16","2021-08-22",8
広島県,"2021-08-16","2021-08-22",43
山口県,"2021-08-16","2021-08-22",7
徳島県,"2021-08-16","2021-08-22",8
香川県,"2021-08-16","2021-08-22",8
愛媛県,"2021-08-16","2021-08-22",0
高知県,"2021-08-16","2021-08-22",3
福岡県,"2021-08-16","2021-08-22",51
佐賀県,"2021-08-16","2021-08-22",4
長崎県,"2021-08-16","2021-08-22",6
熊本県,"2021-08-16","2021-08-22",16
大分県,"2021-08-16","2021-08-22",8
宮崎県,"2021-08-16","2021-08-22",13
鹿児島県,"2021-08-16","2021-08-22",3
沖縄県,"2021-08-16","2021-08-22",0
北海道,"2021-08-23","2021-08-29",87
青森県,"2021-08-23","2021-08-29",0
岩手県,"2021-08-23","2021-08-29",5
宮城県,"2021-08-23","2021-08-29",69
秋田県,"2021-08-23","2021-08-29",0
山形県,"2021-08-23","2021-08-29",8
福島県,"2021-08-23","2021-08-29",2
茨城県,"2021-08-23","2021-08-29",9
栃木県,"2021-08-23","2021-08-29",9
群馬県,"2021-08-23","2021-08-29",1
埼玉県,"2021-08-23","2021-08-29",90
千葉県,"2021-08-23","2021-08-29",111
東京都,"2021-08-23","2021-08-29",1703
神奈川県,"2021-08-23","2021-08-29",496
新潟県,"2021-08-23","2021-08-29",7
富山県,"2021-08-23","2021-08-29",1
石川県,"2021-08-23","2021-08-29",6
福井県,"2021-08-23","2021-08-29",0
山梨県,"2021-08-23","2021-08-29",6
長野県,"2021-08-23","2021-08-29",0
岐阜県,"2021-08-23","2021-08-29",1
静岡県,"2021-08-23","2021-08-29",20
愛知県,"2021-08-23","2021-08-29",30
三重県,"2021-08-23","2021-08-29",5
滋賀県,"2021-08-23","2021-08-29",0
京都府,"2021-08-23","2021-08-29",53
大阪府,"2021-08-23","2021-08-29",234
兵庫県,"2021-08-23","2021-08-29",33
奈良県,"2021-08-23","2021-08-29",7
和歌山県,"2021-08-23","2021-08-29",6
鳥取県,"2021-08-23","2021-08-29",0
島根県,"2021-08-23","2021-08-29",0
岡山県,"2021-08-23","2021-08-29",8
広島県,"2021-08-23","2021-08-29",46
山口県,"2021-08-23","2021-08-29",3
徳島県,"2021-08-23","2021-08-29",10
香川県,"2021-08-23","2021-08-29",8
愛媛県,"2021-08-23","2021-08-29",2
高知県,"2021-08-23","2021-08-29",6
福岡県,"2021-08-23","2021-08-29",39
佐賀県,"2021-08-23","2021-08-29",2
長崎県,"2021-08-23","2021-08-29",4
熊本県,"2021-08-23","2021-08-29",8
大分県,"2021-08-23","2021-08-29",7
宮崎県,"2021-08-23","2021-08-29",10
鹿児島県,"2021-08-23","2021-08-29",1
沖縄県,"2021-08-23","2021-08-29",0
北海道,"2021-08-30","2021-09-05",68
青森県,"2021-08-30","2021-09-05",0
岩手県,"2021-08-30","2021-09-05",4
宮城県,"2021-08-30","2021-09-05",51
秋田県,"2021-08-30","2021-09-05",0
山形県,"2021-08-30","2021-09-05",6
福島県,"2021-08-30","2021-09-05",2
茨城県,"2021-08-30","2021-09-05",12
栃木県,"2021-08-30","2021-09-05",5
群馬県,"2021-08-30","2021-09-05",0
埼玉県,"2021-08-30","2021-09-05",77
千葉県,"2021-08-30","2021-09-05",100
東京都,"2021-08-30","2021-09-05",1208
神奈川県,"2021-08-30","2021-09-05",354
新潟県,"2021-08-30","2021-09-05",4
富山県,"2021-08-30","2021-09-05",1
石川県,"2021-08-30","2021-09-05",3
福井県,"2021-08-30","2021-09-05",0
山梨県,"2021-08-30","2021-09-05",7
長野県,"2021-08-30","2021-09-05",0
岐阜県,"2021-08-30","2021-09-05",0
静岡県,"2021-08-30","2021-09-05",11
愛知県,"2021-08-30","2021-09-05",44
三重県,"2021-08-30","2021-09-05",3
滋賀県,"2021-08-30","2021-09-05",0
京都府,"2021-08-30","2021-09-05",39
大阪府,"2021-08-30","2021-09-05",262
兵庫県,"2021-08-30","2021-09-05",31
奈良県,"2021-08-30","2021-09-05",9
和歌山県,"2021-08-30","2021-09-05",7
鳥取県,"2021-08-30","2021-09-05",0
島根県,"2021-08-30","2021-09-05",0
岡山県,"2021-08-30","2021-09-05",1
広島県,"2021-08-30","2021-09-05",44
山口県,"2021-08-30","2021-09-05",3
徳島県,"2021-08-30","2021-09-05",4
香川県,"2021-08-30","2021-09-05",10
愛媛県,"2021-08-30","2021-09-05",2
高知県,"2021-08-30","2021-09-05",8
福岡県,"2021-08-30","2021-09-05",20
佐賀県,"2021-08-30","2021-09-05",7
長崎県,"2021-08-30","2021-09-05",1
熊本県,"2021-08-30","2021-09-05",13
大分県,"2021-08-30","2021-09-05",7
宮崎県,"2021-08-30","2021-09-05",6
鹿児島県,"2021-08-30","2021-09-05",2
沖縄県,"2021-08-30","2021-09-05",1
北海道,"2021-09-06","2021-09-12",81
青森県,"2021-09-06","2021-09-12",0
岩手県,"2021-09-06","2021-09-12",7
宮城県,"2021-09-06","2021-09-12",36
秋田県,"2021-09-06","2021-09-12",0
山形県,"2021-09-06","2021-09-12",6
福島県,"2021-09-06","2021-09-12",2
茨城県,"2021-09-06","2021-09-12",8
栃木県,"2021-09-06","2021-09-12",9
群馬県,"2021-09-06","2021-09-12",2
埼玉県,"2021-09-06","2021-09-12",71
千葉県,"2021-09-06","2021-09-12",104
東京都,"2021-09-06","2021-09-12",1105
神奈川県,"2021-09-06","2021-09-12",204
新潟県,"2021-09-06","2021-09-12",10
富山県,"2021-09-06","2021-09-12",0
石川県,"2021-09-06","2021-09-12",2
福井県,"2021-09-06","2021-09-12",1
山梨県,"2021-09-06","2021-09-12",9
長野県,"2021-09-06","2021-09-12",0
岐阜県,"2021-09-06","2021-09-12",0
静岡県,"2021-09-06","2021-09-12",7
愛知県,"2021-09-06","2021-09-12",21
三重県,"2021-09-06","2021-09-12",1
滋賀県,"2021-09-06","2021-09-12",0
京都府,"2021-09-06","2021-09-12",21
大阪府,"2021-09-06","2021-09-12",274
兵庫県,"2021-09-06","2021-09-12",36
奈良県,"2021-09-06","2021-09-12",7
和歌山県,"2021-09-06","2021-09-12",4
鳥取県,"2021-09-06","2021-09-12",0
島根県,"2021-09-06","2021-09-12",0
岡山県,"2021-09-06","2021-09-12",3
広島県,"2021-09-06","2021-09-12",32
山口県,"2021-09-06","2021-09-12",0
徳島県,"2021-09-06","2021-09-12",10
香川県,"2021-09-06","2021-09-12",3
愛媛県,"2021-09-06","2021-09-12",1
高知県,"2021-09-06","2021-09-12",6
福岡県,"2021-09-06","2021-09-12",22
佐賀県,"2021-09-06","2021-09-12",2
長崎県,"2021-09-06","2021-09-12",5
熊本県,"2021-09-06","2021-09-12",19
大分県,"2021-09-06","2021-09-12",7
宮崎県,"2021-09-06","2021-09-12",9
鹿児島県,"2021-09-06","2021-09-12",3
沖縄県,"2021-09-06","2021-09-12",1
北海道,"2021-09-13","2021-09-19",51
青森県,"2021-09-13","2021-09-19",0
岩手県,"2021-09-13","2021-09-19",5
宮城県,"2021-09-13","2021-09-19",50
秋田県,"2021-09-13","2021-09-19",0
山形県,"2021-09-13","2021-09-19",5
福島県,"2021-09-13","2021-09-19",2
茨城県,"2021-09-13","2021-09-19",18
栃木県,"2021-09-13","2021-09-19",12
群馬県,"2021-09-13","2021-09-19",0
埼玉県,"2021-09-13","2021-09-19",71
千葉県,"2021-09-13","2021-09-19",80
東京都,"2021-09-13","2021-09-19",908
神奈川県,"2021-09-13","2021-09-19",174
新潟県,"2021-09-13","2021-09-19",14
富山県,"2021-09-13","2021-09-19",1
石川県,"2021-09-13","2021-09-19",6
福井県,"2021-09-13","2021-09-19",0
山梨県,"2021-09-13","2021-09-19",10
長野県,"2021-09-13","2021-09-19",0
岐阜県,"2021-09-13","2021-09-19",0
静岡県,"2021-09-13","2021-09-19",7
愛知県,"2021-09-13","2021-09-19",23
三重県,"2021-09-13","2021-09-19",0
滋賀県,"2021-09-13","2021-09-19",0
京都府,"2021-09-13","2021-09-19",14
大阪府,"2021-09-13","2021-09-19",264
兵庫県,"2021-09-13","2021-09-19",30
奈良県,"2021-09-13","2021-09-19",4
和歌山県,"2021-09-13","2021-09-19",6
鳥取県,"2021-09-13","2021-09-19",0
島根県,"2021-09-13","2021-09-19",0
岡山県,"2021-09-13","2021-09-19",2
広島県,"2021-09-13","2021-09-19",17
山口県,"2021-09-13","2021-09-19",2
徳島県,"2021-09-13","2021-09-19",13
香川県,"2021-09-13","2021-09-19",2
愛媛県,"2021-09-13","2021-09-19",1
高知県,"2021-09-13","2021-09-19",4
福岡県,"2021-09-13","2021-09-19",27
佐賀県,"2021-09-13","2021-09-19",2
長崎県,"2021-09-13","2021-09-19",5
熊本県,"2021-09-13","2021-09-19",16
大分県,"2021-09-13","2021-09-19",10
宮崎県,"2021-09-13","2021-09-19",15
鹿児島県,"2021-09-13","2021-09-19",2
沖縄県,"2021-09-13","2021-09-19",1
北海道,"2021-09-20","2021-09-26",67
青森県,"2021-09-20","2021-09-26",1
岩手県,"2021-09-20","2021-09-26",6
宮城県,"2021-09-20","2021-09-26",39
秋田県,"2021-09-20","2021-09-26",0
山形県,"2021-09-20","2021-09-26",10
福島県,"2021-09-20","2021-09-26",4
茨城県,"2021-09-20","2021-09-26",16
栃木県,"2021-09-20","2021-09-26",7
群馬県,"2021-09-20","2021-09-26",0
埼玉県,"2021-09-20","2021-09-26",55
千葉県,"2021-09-20","2021-09-26",90
東京都,"2021-09-20","2021-09-26",900
神奈川県,"2021-09-20","2021-09-26",134
新潟県,"2021-09-20","2021-09-26",8
富山県,"2021-09-20","2021-09-26",1
石川県,"2021-09-20","2021-09-26",6
福井県,"2021-09-20","2021-09-26",0
山梨県,"2021-09-20","2021-09-26",4
長野県,"2021-09-20","2021-09-26",1
岐阜県,"2021-09-20","2021-09-26",2
静岡県,"2021-09-20","2021-09-26",3
愛知県,"2021-09-20","2021-09-26",18
三重県,"2021-09-20","2021-09-26",0
滋賀県,"2021-09-20","2021-09-26",0
京都府,"2021-09-20","2021-09-26",18
大阪府,"2021-09-20","2021-09-26",230
兵庫県,"2021-09-20","2021-09-26",31
奈良県,"2021-09-20","2021-09-26",3
和歌山県,"2021-09-20","2021-09-26",3
鳥取県,"2021-09-20","2021-09-26",0
島根県,"2021-09-20","2021-09-26",0
岡山県,"2021-09-20","2021-09-26",1
広島県,"2021-09-20","2021-09-26",33
山口県,"2021-09-20","2021-09-26",1
徳島県,"2021-09-20","2021-09-26",5
香川県,"2021-09-20","2021-09-26",5
愛媛県,"2021-09-20","2021-09-26",1
高知県,"2021-09-20","2021-09-26",2
福岡県,"2021-09-20","2021-09-26",12
佐賀県,"2021-09-20","2021-09-26",2
長崎県,"2021-09-20","2021-09-26",5
熊本県,"2021-09-20","2021-09-26",12
大分県,"2021-09-20","2021-09-26",7
宮崎県,"2021-09-20","2021-09-26",6
鹿児島県,"2021-09-20","2021-09-26",3
沖縄県,"2021-09-20","2021-09-26",0
北海道,"2021-09-27","2021-10-03",71
青森県,"2021-09-27","2021-10-03",0
岩手県,"2021-09-27","2021-10-03",3
宮城県,"2021-09-27","2021-10-03",50
秋田県,"2021-09-27","2021-10-03",0
山形県,"2021-09-27","2021-10-03",3
福島県,"2021-09-27","2021-10-03",4
茨城県,"2021-09-27","2021-10-03",9
栃木県,"2021-09-27","2021-10-03",3
群馬県,"2021-09-27","2021-10-03",0
埼玉県,"2021-09-27","2021-10-03",49
千葉県,"2021-09-27","2021-10-03",72
東京都,"2021-09-27","2021-10-03",678
神奈川県,"2021-09-27","2021-10-03",103
新潟県,"2021-09-27","2021-10-03",5
富山県,"2021-09-27","2021-10-03",0
石川県,"2021-09-27","2021-10-03",5
福井県,"2021-09-27","2021-10-03",0
山梨県,"2021-09-27","2021-10-03",8
長野県,"2021-09-27","2021-10-03",0
岐阜県,"2021-09-27","2021-10-03",0
静岡県,"2021-09-27","2021-10-03",6
愛知県,"2021-09-27","2021-10-03",14
三重県,"2021-09-27","2021-10-03",0
滋賀県,"2021-09-27","2021-10-03",0
京都府,"2021-09-27","2021-10-03",9
大阪府,"2021-09-27","2021-10-03",210
兵庫県,"2021-09-27","2021-10-03",23
奈良県,"2021-09-27","2021-10-03",2
和歌山県,"2021-09-27","2021-10-03",1
鳥取県,"2021-09-27","2021-10-03",0
島根県,"2021-09-27","2021-10-03",0
岡山県,"2021-09-27","2021-10-03",3
広島県,"2021-09-27","2021-10-03",25
山口県,"2021-09-27","2021-10-03",0
徳島県,"2021-09-27","2021-10-03",4
香川県,"2021-09-27","2021-10-03",5
愛媛県,"2021-09-27","2021-10-03",0
高知県,"2021-09-27","2021-10-03",6
福岡県,"2021-09-27","2021-10-03",18
佐賀県,"2021-09-27","2021-10-03",2
長崎県,"2021-09-27","2021-10-03",6
熊本県,"2021-09-27","2021-10-03",10
大分県,"2021-09-27","2021-10-03",7
宮崎県,"2021-09-27","2021-10-03",6
鹿児島県,"2021-09-27","2021-10-03",2
沖縄県,"2021-09-27","2021-10-03",1
北海道,"2021-10-04","2021-10-10",57
青森県,"2021-10-04","2021-10-10",0
岩手県,"2021-10-04","2021-10-10",7
宮城県,"2021-10-04","2021-10-10",56
秋田県,"2021-10-04","2021-10-10",0
山形県,"2021-10-04","2021-10-10",1
福島県,"2021-10-04","2021-10-10",2
茨城県,"2021-10-04","2021-10-10",7
栃木県,"2021-10-04","2021-10-10",6
群馬県,"2021-10-04","2021-10-10",3
埼玉県,"2021-10-04","2021-10-10",43
千葉県,"2021-10-04","2021-10-10",68
東京都,"2021-10-04","2021-10-10",672
神奈川県,"2021-10-04","2021-10-10",112
新潟県,"2021-10-04","2021-10-10",11
富山県,"2021-10-04","2021-10-10",0
石川県,"2021-10-04","2021-10-10",2
福井県,"2021-10-04","2021-10-10",1
山梨県,"2021-10-04","2021-10-10",5
長野県,"2021-10-04","2021-10-10",0
岐阜県,"2021-10-04","2021-10-10",1
静岡県,"2021-10-04","2021-10-10",4
愛知県,"2021-10-04","2021-10-10",14
三重県,"2021-10-04","2021-10-10",1
滋賀県,"2021-10-04","2021-10-10",0
京都府,"2021-10-04","2021-10-10",18
大阪府,"2021-10-04","2021-10-10",203
兵庫県,"2021-10-04","2021-10-10",28
奈良県,"2021-10-04","2021-10-10",5
和歌山県,"2021-10-04","2021-10-10",7
鳥取県,"2021-10-04","2021-10-10",0
島根県,"2021-10-04","2021-10-10",0
岡山県,"2021-10-04","2021-10-10",6
広島県,"2021-10-04","2021-10-10",21
山口県,"2021-10-04","2021-10-10",0
徳島県,"2021-10-04","2021-10-10",7
香川県,"2021-10-04","2021-10-10",7
愛媛県,"2021-10-04","2021-10-10",1
高知県,"2021-10-04","2021-10-10",2
福岡県,"2021-10-04","2021-10-10",21
佐賀県,"2021-10-04","2021-10-10",2
長崎県,"2021-10-04","2021-10-10",4
熊本県,"2021-10-04","2021-10-10",13
大分県,"2021-10-04","2021-10-10",8
宮崎県,"2021-10-04","2021-10-10",7
鹿児島県,"2021-10-04","2021-10-10",0
沖縄県,"2021-10-04","2021-10-10",0
北海道,"2021-10-11","2021-10-17",70
青森県,"2021-10-11","2021-10-17",1
岩手県,"2021-10-11","2021-10-17",6
宮城県,"2021-10-11","2021-10-17",34
秋田県,"2021-10-11","2021-10-17",0
山形県,"2021-10-11","2021-10-17",3
福島県,"2021-10-11","2021-10-17",3
茨城県,"2021-10-11","2021-10-17",10
栃木県,"2021-10-11","2021-10-17",6
群馬県,"2021-10-11","2021-10-17",0
埼玉県,"2021-10-11","2021-10-17",67
千葉県,"2021-10-11","2021-10-17",85
東京都,"2021-10-11","2021-10-17",652
神奈川県,"2021-10-11","2021-10-17",83
新潟県,"2021-10-11","2021-10-17",4
富山県,"2021-10-11","2021-10-17",0
石川県,"2021-10-11","2021-10-17",1
福井県,"2021-10-11","2021-10-17",0
山梨県,"2021-10-11","2021-10-17",5
長野県,"2021-10-11","2021-10-17",0
岐阜県,"2021-10-11","2021-10-17",0
静岡県,"2021-10-11","2021-10-17",5
愛知県,"2021-10-11","2021-10-17",6
三重県,"2021-10-11","2021-10-17",1
滋賀県,"2021-10-11","2021-10-17",0
京都府,"2021-10-11","2021-10-17",23
大阪府,"2021-10-11","2021-10-17",145
兵庫県,"2021-10-11","2021-10-17",17
奈良県,"2021-10-11","2021-10-17",2
和歌山県,"2021-10-11","2021-10-17",4
鳥取県,"2021-10-11","2021-10-17",0
島根県,"2021-10-11","2021-10-17",0
岡山県,"2021-10-11","2021-10-17",6
広島県,"2021-10-11","2021-10-17",22
山口県,"2021-10-11","2021-10-17",1
徳島県,"2021-10-11","2021-10-17",6
香川県,"2021-10-11","2021-10-17",4
愛媛県,"2021-10-11","2021-10-17",2
高知県,"2021-10-11","2021-10-17",2
福岡県,"2021-10-11","2021-10-17",15
佐賀県,"2021-10-11","2021-10-17",3
長崎県,"2021-10-11","2021-10-17",2
熊本県,"2021-10-11","2021-10-17",8
大分県,"2021-10-11","2021-10-17",10
宮崎県,"2021-10-11","2021-10-17",6
鹿児島県,"2021-10-11","2021-10-17",0
沖縄県,"2021-10-11","2021-10-17",0
北海道,"2021-10-18","2021-10-24",62
青森県,"2021-10-18","2021-10-24",0
岩手県,"2021-10-18","2021-10-24",7
宮城県,"2021-10-18","2021-10-24",41
秋田県,"2021-10-18","2021-10-24",0
山形県,"2021-10-18","2021-10-24",5
福島県,"2021-10-18","2021-10-24",6
茨城県,"2021-10-18","2021-10-24",18
